Application,Timestamp,Description,Flat UI,Speed vs Accuracy,Avg. num selectables in view,Max num selectables in view,Unique target,Selectable size,Target distance,Static or moving target,Arrangement,Reference Frame,Direction,Occlusion,Selection Technique,Hover feedback,Feedback immediacy,Locomotion allowed,X,Y,color
Moss,https://youtu.be/GKA2YWnL1VM?t=734,5. Select an enemy animal to immobilize it/drag it,3D,equal,1-2,3-9,no,small,Peripersonal,moving,random,Environment,center,none,Grasp,yes,yes,no,-19.675367,-19.774734,Green
Richie's Plank Experience,https://youtu.be/kGSMypiRsd8?t=64,1. Seleting items on a menu,2D,accuracy,3-9,3-9,yes,large,Extrapersonal,static,list,Environment,center,none,Point,yes,yes,no,11.718216,11.874209,Red
Richie's Plank Experience,https://youtu.be/bcEEeBN4MaQ?t=19,2. Press a 3D button (elevator button),3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Press Virtual Button,no,yes,yes,3.7424293,-38.371387,LimeGreen
Richie's Plank Experience,https://youtu.be/kGSMypiRsd8?t=258,3. Grabbing closeby objects (cakes),3D,accuracy,10-19,10-19,no,small,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-18.802486,-13.99597,Green
Medal of Honor: Above and Beyond,https://youtu.be/0599WTt8Pm4?t=3609,1. Grabbing and picking up objects in the enviroment,3D,equal,1-2,3-9,yes,small,Peripersonal,static,random,Environment,center,minimal,Grasp,yes,yes,yes,-19.023811,-19.067173,Green
Medal of Honor: Above and Beyond,https://youtu.be/0599WTt8Pm4?t=3612,2. Selecting stationary guns and cannons,3D,speed,1-2,1-2,yes,large,Peripersonal,static,random,Environment,center,minimal,Grasp,yes,yes,yes,-21.541584,-12.348901,Green
Medal of Honor: Above and Beyond,https://youtu.be/DCGd4rbkB6M?t=180,3. Grabbing weapons from the body,3D,equal,1-2,1-2,yes,medium,On-body,static,random,Torso,center,none,Grasp,no,yes,no,-30.525188,7.4439197,Green
Medal of Honor: Above and Beyond,https://youtu.be/DCGd4rbkB6M?t=193,4. Selecting a knob of a door and such,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-19.490452,-10.704664,Green
Medal of Honor: Above and Beyond,https://youtu.be/DCGd4rbkB6M?t=202,5. Shooting enemy avatars,3D,equal,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,center,minimal,Shoot,no,yes,yes,12.78923,-9.039501,Gold
Medal of Honor: Above and Beyond,https://youtu.be/DCGd4rbkB6M?t=524,6. Attacking enemies body to body with crossing,3D,accuracy,1-2,1-2,yes,large,Peripersonal,moving,random,Environment,center,none,Cross,no,yes,yes,-37.599167,-9.528704,Chocolate
Medal of Honor: Above and Beyond,https://youtu.be/DCGd4rbkB6M?t=597,7. Selecting a medication injection from wrist area,3D,accuracy,3-9,3-9,no,small,On-body,static,grid,Hand,center,none,Grasp,no,yes,no,-21.487392,-4.655143,Green
Medal of Honor: Above and Beyond,https://youtu.be/DCGd4rbkB6M?t=598,8. Injecting medication into body,3D,accuracy,1-2,1-2,yes,large,On-body,static,random,Torso,center,none,Touch,no,yes,no,42.476982,-3.9505851,Tomato
Medal of Honor: Above and Beyond,https://youtu.be/DCGd4rbkB6M?t=800,9. Throw an explosive at enemies,3D,equal,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,both,minimal,Throw,no,yes,yes,36.103085,15.233285,DeepSkyBlue
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,https://youtu.be/vsEw_i9_KLI?t=1760,1. Picking up items within reach,3D,accuracy,3-9,10-19,yes,small,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-11.602669,-15.039409,Green
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,https://youtu.be/vsEw_i9_KLI?t=2241,"2. Selecting items from backpack inventory (left hand holds, right hand selects)",2D,accuracy,10-19,10-19,yes,small,On-body,static,grid,Hand,both,none,Grasp,yes,yes,no,-20.206516,-4.8595533,Green
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,https://youtu.be/vsEw_i9_KLI?t=3511,3. Selecting object attached to the body,3D,speed,3-9,3-9,yes,small,On-body,static,circular,Torso,periphery,heavy,Grasp,no,yes,no,-31.775335,9.400859,Green
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,https://youtu.be/vsEw_i9_KLI?t=3513,4. Shooting enemies with a gun,3D,accuracy,1-2,3-9,no,large,Extrapersonal,moving,random,Environment,center,heavy,Shoot,no,yes,yes,11.791726,-8.730382,Gold
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,https://youtu.be/vsEw_i9_KLI?t=2866,5. Selecting location from hand-held map,2D,accuracy,10-19,10-19,yes,tiny,On-body,moving,grid,Hand,center,none,Point,yes,yes,no,10.334652,35.638588,Red
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,https://youtu.be/vsEw_i9_KLI?t=3971,6. Selecting tabs and text in hand-held book,2D,accuracy,10-19,10-19,yes,tiny,On-body,moving,grid,Hand,center,none,Grasp,yes,yes,no,-19.45795,-4.8928566,Green
NFL PRO ERA,https://youtu.be/GbMB6QrcY68?t=214,1. Selection from menu/lockerroom UI with pointing,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,no,yes,yes,7.574226,16.32166,Red
NFL PRO ERA,https://youtu.be/GbMB6QrcY68?t=3,2. Catching the ball,3D,accuracy,1-2,1-2,yes,large,Peripersonal,moving,random,Environment,center,minimal,Catch,yes,yes,yes,-34.247066,-11.475812,DarkOrange
NFL PRO ERA,https://youtu.be/GbMB6QrcY68?t=63,3. Throwing the ball,3D,equal,1-2,1-2,yes,large,Extrapersonal,moving,random,Environment,both,minimal,Throw,no,yes,yes,34.091503,15.130626,DeepSkyBlue
NFL PRO ERA,https://youtu.be/GbMB6QrcY68?t=332,5. Grasping objects directly from the environment,3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-8.539329,-15.0914,Green
Premium Bowling,https://youtu.be/_PUP2ZLm3Qw?t=5,1. Selection of items on a menu (can be far away) by poinitng,2D,accuracy,10-19,20+,yes,medium,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,8.048615,10.562695,Red
Premium Bowling,https://youtu.be/_PUP2ZLm3Qw?t=166,2. Picking up bowling ball by pointing,3D,accuracy,1-2,3-9,no,medium,Extrapersonal,static,random,Environment,center,none,Point,no,yes,yes,-5.7642665,34.747627,Red
Fruit Ninja VR,https://youtu.be/DBccAP9Dvt0?t=25,1. select from menu by slicing fruit icons ,2D,equal,3-9,3-9,yes,medium,Peripersonal,static,grid,Environment,center,none,Cross,no,yes,no,-39.288845,-7.426434,Chocolate
Fruit Ninja VR,https://youtu.be/DBccAP9Dvt0?t=332,2. Slice in game fruits ,3D,equal,3-9,3-9,no,medium,Peripersonal,moving,random,Environment,center,minimal,Cross,no,yes,no,-39.367664,-8.346014,Chocolate
Fruit Ninja VR,https://youtu.be/DBccAP9Dvt0?t=29,3. Selecting swords by hovering over them,3D,accuracy,3-9,3-9,yes,large,Peripersonal,static,grid,Environment,center,none,Point,no,yes,no,-6.672032,28.357573,Red
I Expect You To Die,https://youtu.be/KA3J3N9eOlA?t=226,1. Pressing 3D buttons in environment,3D,accuracy,3-9,10-19,no,small,Peripersonal,static,grid,Environment,both,none,Press Virtual Button,no,yes,yes,3.8814414,-37.66504,LimeGreen
I Expect You To Die,https://youtu.be/KA3J3N9eOlA?t=277,2. Picking up distance objects by pointing,3D,accuracy,3-9,3-9,no,medium,Extrapersonal,static,random,Environment,center,minimal,Point,yes,yes,no,-8.597576,33.909378,Red
I Expect You To Die,https://youtu.be/KA3J3N9eOlA?t=239,3. Direct grab of within-reach objects,3D,equal,3-9,10-19,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-11.659469,-15.826212,Green
I Expect You To Die,https://youtu.be/KA3J3N9eOlA?t=3241,4. Touch a button to progress the level,2D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Touch,no,yes,no,48.087494,-7.8399587,Tomato
I Expect You to Die 2: The Spy and the Liar,https://youtu.be/b4Z-5Gka0Qw?t=173,1. Picking up objects in the distance by pointing,3D,equal,3-9,10-19,no,medium,Extrapersonal,static,random,Environment,center,none,Point,yes,yes,no,-8.886168,35.17524,Red
I Expect You to Die 2: The Spy and the Liar,https://youtu.be/b4Z-5Gka0Qw?t=181,2. Directly grabbing objects nearby,3D,equal,3-9,10-19,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-11.934485,-15.97359,Green
I Expect You to Die 2: The Spy and the Liar,https://youtu.be/b4Z-5Gka0Qw?t=950,3. Pushing physical switches and buttons,3D,equal,3-9,10-19,yes,small,Peripersonal,static,random,Environment,both,none,Press Virtual Button,no,yes,yes,4.2926774,-38.414333,LimeGreen
I Expect You to Die 2: The Spy and the Liar,https://youtu.be/b4Z-5Gka0Qw?si=CttdfwNKOaHLbWXv&t=964,4. Manipulate grasped lever,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Manipulate-to-select,no,yes,no,-14.271311,16.50902,MediumPurple
I Expect You to Die 2: The Spy and the Liar,https://youtu.be/b4Z-5Gka0Qw?t=1249,5. Shooting a crossbow,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,moving,random,Environment,center,minimal,Shoot,no,yes,no,14.590557,-11.114572,Gold
Another Fisherman's Tale,https://youtu.be/aHyT2YIv8yo?t=235,1. Launch hand to grab objects at distance,3D,accuracy,1-2,1-2,yes,small,Extrapersonal,static,random,Environment,center,minimal,Point,no,yes,no,-6.8612623,37.05598,Red
Another Fisherman's Tale,https://youtu.be/aHyT2YIv8yo?si=vymJzFZLQ9o9VmNE&t=537,2. Directly grab nearby objects,3D,accuracy,1-2,1-2,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-19.199587,-12.694108,Green
Eleven Table Tennis,https://youtu.be/_oLdPQBvSGs?t=349,1. Selecting Items on a menu by pointing,2D,accuracy,3-9,10-19,yes,medium,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,9.283145,13.498087,Red
Eleven Table Tennis,https://youtu.be/_oLdPQBvSGs?t=36,2. Throw a tennis ball using a controller,3D,accuracy,1-2,1-2,yes,small,Extrapersonal,static,random,Environment,center,none,Throw,no,yes,yes,33.563908,14.088205,DeepSkyBlue
Eleven Table Tennis,https://youtu.be/_oLdPQBvSGs?si=DR2el_Bj2y5SSXl7&t=398,3. Hitting the tennis ball using the bat ,3D,equal,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Push,no,yes,yes,7.9786954,-33.252277,Olive
The Room VR: A Dark Matter,https://www.youtube.com/watch?v=ZT7RBYPaHNc&t=87s,1. Selection from main menu using pointing,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,list,Environment,center,none,Point,yes,yes,no,11.635578,13.13189,Red
The Room VR: A Dark Matter,https://youtu.be/ZT7RBYPaHNc?si=ZXgDex2qoKAGTNd4&t=347,3. Manipulate the grabbed handles,3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-20.773281,-18.970242,Green
The Room VR: A Dark Matter,https://youtu.be/ZT7RBYPaHNc?si=PSxZ_FgtJCQDvDPK&t=348,3. Pushing the grabbed handles,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Manipulate-to-select,no,yes,no,-14.3824835,16.42104,MediumPurple
The Room VR: A Dark Matter,https://youtu.be/ZT7RBYPaHNc?t=349,4. Grabbing objects directly,3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-19.086365,-18.277723,Green
The Room VR: A Dark Matter,https://youtu.be/ZT7RBYPaHNc?t=257,5. Selecting from flat inventory,2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Grasp,yes,yes,yes,-12.892423,-9.619737,Green
The Room VR: A Dark Matter,https://youtu.be/iEcLpM-HDN0?t=2129,6. Press a 3D button/key,3D,accuracy,3-9,20+,no,medium,Peripersonal,static,grid,Environment,center,none,Press Virtual Button,no,yes,yes,3.472731,-37.47084,LimeGreen
Eye of the Temple,https://youtu.be/ox1qcpFYTR0?t=19,1.Hover over items to collect them,3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,both,none,Hover,no,yes,yes,-12.313196,0.15724745,DarkTurquoise
Eye of the Temple,https://youtu.be/ox1qcpFYTR0?t=470,2. Hover over a fire source to light the torch or hover with a lit torch over an object or an area to light it,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,none,Hover,no,yes,yes,-13.17686,1.0220591,DarkTurquoise
Eye of the Temple,https://youtu.be/ox1qcpFYTR0?t=214 ,3. Hitting enemies or items with a stick/torch/whip,3D,equal,1-2,3-9,no,medium,Extrapersonal,moving,random,Environment,both,minimal,Cross,no,yes,yes,-37.932026,-7.228814,Chocolate
Eye of the Temple,https://youtu.be/ox1qcpFYTR0?t=50,4. Selecting far objects using a whip,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,static,random,Environment,center,none,Cross,no,yes,yes,-37.580383,-6.9865246,Chocolate
Eye of the Temple,https://youtu.be/ox1qcpFYTR0?t=64,5. Pointing with torch/stick to select objects/rewards nearby,3D,accuracy,3-9,3-9,no,small,Extrapersonal,static,random,Environment,center,none,Point,no,yes,yes,-8.870758,34.218952,Red
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=817,1. Selecting items in inventory or shop with pointing,2D,accuracy,20+,20+,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,8.401432,12.253236,Red
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=350,2. Tapping a handheld phone button,3D,accuracy,1-2,1-2,yes,tiny,On-body,moving,random,Hand,both,none,Touch,no,yes,no,44.260178,-5.146042,Tomato
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=477,3. Selecting gun/ammo from the body by grasping,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Torso,periphery,heavy,Grasp,no,yes,no,-30.177532,8.118395,Green
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=556,4. Shooting at enemies with a gun,3D,accuracy,3-9,3-9,no,large,Extrapersonal,moving,random,Environment,center,heavy,Shoot,yes,yes,yes,15.0955,-7.130762,Gold
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=485,5. Slicing an enemy with a knife,3D,accuracy,1-2,3-9,no,large,Peripersonal,moving,random,Environment,both,minimal,Cross,no,yes,yes,-38.669857,-9.993461,Chocolate
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=547,6. Direct grab of an item on a desk,3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-19.050127,-18.117355,Green
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=601,7. Pressing key buttons on a typewriter,3D,accuracy,20+,20+,yes,tiny,Peripersonal,static,grid,Environment,both,none,Press Virtual Button,no,yes,yes,4.104523,-37.932903,LimeGreen
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=858,9. Reloading a an empty gun by pulling the grasped barrel,3D,accuracy,1-2,1-2,yes,small,On-body,moving,random,Hand,both,minimal,Grasp,yes,yes,no,-22.196741,-4.9027557,Green
Resident Evil 4,https://youtu.be/Rqo-oZ4kB2w?t=5402,10. Selecting items in a floating UI by pointing,2D,accuracy,3-9,3-9,yes,medium,Extrapersonal,static,list,Environment,center,none,Point,yes,yes,no,11.5775585,12.255159,Red
VRChat,https://youtu.be/WtENuEbqUXk?t=54,1. Selection from a hand-held menu for in-world actions by pointing,2D,accuracy,20+,20+,yes,medium,On-body,moving,grid,Hand,center,none,Point,yes,yes,no,9.057676,35.42705,Red
VRChat,https://youtu.be/L-qtmSIH3nM?t=457,2. In game settings menu selection using pointing,2D,accuracy,20+,20+,yes,medium,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,7.214984,13.270102,Red
VRChat,https://youtu.be/4UBmmpt5iJ8?t=182,3. Tapping on a hand-held UI,2D,accuracy,20+,20+,yes,small,On-body,moving,grid,Hand,both,minimal,Touch,yes,yes,no,44.098198,-8.161492,Tomato
VRChat,https://youtu.be/WtENuEbqUXk?t=692,4. Selection of other player's avatars by pointing ,3D,accuracy,3-9,20+,no,large,Extrapersonal,moving,random,Environment,both,heavy,Point,yes,yes,yes,-7.939891,34.300888,Red
VRChat,https://youtu.be/t6fjePltUlc?t=585,5. Shooting at other players,3D,accuracy,3-9,20+,no,large,Extrapersonal,moving,random,Environment,both,heavy,Shoot,no,no,yes,15.173404,-7.8253875,Gold
VRChat,https://youtu.be/L-qtmSIH3nM?t=252,"6. Grasping shelfs, drawers and doors to open them",3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-9.3142,-15.612283,Green
VRChat,https://youtu.be/L-qtmSIH3nM?t=372,7. Grabing normal objects in the world,3D,accuracy,3-9,10-19,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-12.6609535,-15.218952,Green
Phasmophobia,https://youtu.be/UPIaaffVLL0?si=ZBu0pJeniVZZydjd&t=526,1. Grasping objects from the environment ,3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-19.954931,-18.365597,Green
Phasmophobia,https://youtu.be/XfOePQtUpck?t=311,2. Selecting from a closeby UI either book UI or others,2D,accuracy,3-9,3-9,yes,small,On-body,static,grid,Hand,center,none,Point,no,yes,no,8.755189,34.64518,Red
Phasmophobia,https://youtu.be/UPIaaffVLL0?si=dAxQ0xj0JVHdIVbV&t=91,3. Pushing an object ,3D,equal,1-2,1-2,yes,large,Peripersonal,static,random,Environment,center,none,Push,no,yes,yes,7.951674,-33.18498,Olive
Phasmophobia,https://youtu.be/UPIaaffVLL0?si=MOcoGkL3lQ0SVOc4&t=485,5. Grasping objects from a circle on-body,3D,accuracy,3-9,3-9,yes,small,On-body,static,circular,Torso,both,none,Grasp,no,yes,no,-32.34259,8.905412,Green
Phasmophobia,https://youtu.be/UPIaaffVLL0?t=249,6. Touch flat button pannel to close a door,3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Touch,no,yes,yes,47.090523,-2.6214473,Tomato
Phasmophobia,https://youtu.be/UPIaaffVLL0?t=268,7. Grasp a closet/cabinet door to open it or move it ,3D,accuracy,1-2,1-2,yes,large,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-19.315744,-10.821892,Green
Phasmophobia,https://youtu.be/UPIaaffVLL0?t=901 ,8. Selecting from a far menu UI by pointing,2D,accuracy,3-9,3-9,yes,medium,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,10.906837,12.283183,Red
No Man's Sky,https://youtu.be/kPaiML7PNCA?t=21,"1. Point and click to select, followed by pull to confirm",3D,accuracy,1-2,3-9,yes,large,Extrapersonal,static,random,Environment,center,minimal,Point,yes,yes,yes,-5.5358334,35.521168,Red
No Man's Sky,https://youtu.be/kPaiML7PNCA?t=382,2. Point on hand-based UI,2D,accuracy,3-9,3-9,yes,small,On-body,moving,grid,Hand,both,none,Point,yes,yes,no,9.329769,34.89834,Red
No Man's Sky,https://youtu.be/kPaiML7PNCA?t=394,3. Mission and map menu,2D,accuracy,3-9,10-19,yes,small,Extrapersonal,static,random,Environment,both,none,Point,yes,yes,no,10.204634,15.312857,Red
No Man's Sky,https://youtu.be/kPaiML7PNCA?si=eWGxphTK56CV1W6p&t=192,4. Saved games menu and main menu,2D,accuracy,10-19,20+,yes,medium,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,yes,7.643526,10.885828,Red
No Man's Sky,https://youtu.be/kPaiML7PNCA?si=Zkv322-VHXSKcFbY&t=62,5. Grabbing space ship controls,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,periphery,heavy,Grasp,no,yes,no,-20.147554,-10.35587,Green
No Man's Sky,https://youtu.be/3TF0F-A3qF4?si=zyan0vxZgXpNtzek&t=104,6. Tapping on the hand-based UI,2D,accuracy,10-19,20+,yes,small,On-body,moving,grid,Hand,both,none,Touch,yes,yes,no,44.0495,-8.117737,Tomato
No Man's Sky,https://youtu.be/3TF0F-A3qF4?si=qwFG8lTatwLJ7jnb&t=286,7. Select objects at a distance by pointing with analyzer,3D,accuracy,1-2,3-9,no,medium,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,-5.872428,35.432575,Red
No Man's Sky,https://youtu.be/S-Q_Ulc_BFY?si=2Oqxl0xayYuBlpFV&t=423,8. Shooting at enemies,3D,accuracy,3-9,10-19,no,medium,Extrapersonal,moving,random,Environment,both,heavy,Shoot,no,no,yes,15.4601,-8.125912,Gold
Microsoft Flight Simulator,https://youtu.be/71-HT2XQvlY?t=422,"1. Selecting objects/buttons in cockpit like aircraft controls, gear shift, control pannel buttons, etc",3D,accuracy,20+,20+,yes,small,Extrapersonal,static,grid,Environment,both,minimal,Point,yes,yes,no,-8.04513,31.806484,Red
