app,date,platform,link,scenario,ui,speed,num,max_num,unique,shape,size,distance,static,arrangement,rf,direction,occlusion,is_mechanic,selection_technique,hover,feedback,locomotion,X,Y,color
GOLF+,May 2020,Oculus; PSVR,https://youtu.be/6cPTyuf1mT8?t=506,2. Direct Push for golf ball with Golf bat/stick,no,equal,1-2,1-2,yes,"golf ball/terrain/ golf ball holes, etc",small,peripersonal,static,random,env,both,none,yes,cross,yes,yes,yes,-26.172327,-13.295393,grey
Green Hell VR,April 2022,Oculus; Steam; PSVR,https://youtu.be/7CXx_dFs2MY?t=77,"1. Grabbing closeby objects (sticks, bananas)",no,accuracy,3-9,10-19,no,stick,medium,peripersonal,static,random,env,both,minimal,yes,grasp,yes,yes,yes,8.539349,-35.820946,cyan
Green Hell VR,April 2022,Oculus; Steam; PSVR,https://youtu.be/7CXx_dFs2MY?t=18,2. Selecting tabs in inventory UI,yes,accuracy,3-9,3-9,yes,icon,small,on-body,moving,grid,hand,center,none,no,touch,yes,yes,no,-0.0816418,52.985252,yellow
Green Hell VR,April 2022,Oculus; Steam; PSVR,https://youtu.be/7CXx_dFs2MY?t=45,3. Selecting items from an inventory,no,accuracy,3-9,3-9,yes,rope,small,on-body,moving,grid,hand,center,none,no,grasp,yes,yes,no,7.852931,-27.025604,blue
Green Hell VR,April 2022,Oculus; Steam; PSVR,https://youtu.be/HKV8DJ79FPc?t=440,4. Selecting entries in a hand-held book,yes,accuracy,10-19,10-19,yes,icon,medium,on-body,moving,grid,hand,center,none,no,touch,yes,yes,no,-5.05345,52.13406,yellow
Green Hell VR,April 2022,Oculus; Steam; PSVR,https://youtu.be/7CXx_dFs2MY?t=97,5. Select inventory cells on a 2D UI grid,yes,accuracy,20+,20+,no,icon,small,on-body,moving,grid,hand,center,none,no,point,yes,yes,no,16.767334,-4.3168426,purple
Into the Radius,July 2020,Oculus; Steam,https://youtu.be/Ea8MLhFnDWw?t=109,1. Direct grab from backpack/inventory,no,accuracy,10-19,10-19,yes,flashlight,small,on-body,static,grid,hand,center,none,yes,grasp,yes,yes,yes,-4.6487455,-14.175797,blue
Into the Radius,July 2020,Oculus; Steam,https://youtu.be/Ea8MLhFnDWw?t=1188,2. Direct grab from body,no,accuracy,3-9,10-19,no,weapon,medium,on-body,static,circular,body,both,minimal,yes,grasp,yes,yes,no,5.9600153,-23.330336,blue
Into the Radius,July 2020,Oculus; Steam,https://youtu.be/Ea8MLhFnDWw?t=150,3. Grabbing objects from environment,no,accuracy,3-9,10-19,no,tools,small,peripersonal,static,random,env,both,minimal,no,grasp,yes,yes,yes,7.9131145,-35.14607,cyan
Into the Radius,July 2020,Oculus; Steam,https://youtu.be/l1BoJyv9vvA?t=144,4. World-based flat UI,yes,accuracy,10-19,10-19,yes,text; icons,small,peripersonal,static,grid,env,center,none,no,point,yes,yes,yes,9.202419,-5.2447486,purple
Into the Radius,July 2020,Oculus; Steam,https://youtu.be/Ea8MLhFnDWw?t=240,5. Grasp ladder parts to climb,no,accuracy,3-9,3-9,no,ladder,medium,peripersonal,static,grid,env,center,none,yes,grasp,yes,yes,yes,11.324001,-25.361132,blue
Into the Radius,July 2020,Oculus; Steam,https://youtu.be/l1BoJyv9vvA?t=1040,6. Shooting weapons,no,equal,1-2,3-9,no,avatar,large,extrapersonal,moving,random,env,center,heavy,yes,shoot,no,no,yes,3.982144,19.943542,brown
Moss,February 2018,Oculus; Steam; PSVR,https://youtu.be/GKA2YWnL1VM?t=346,1. Hovering on an object with orb hands,no,accuracy,1-2,1-2,yes,"jungle, village objects",small,peripersonal,moving,random,env,center,minimal,yes,hover,yes,yes,no,-27.651787,-4.5500464,grey
Moss,February 2018,Oculus; Steam; PSVR,https://youtu.be/BLExKOhzpdk?t=208,2. Selecting a page in the book to flip,yes,accuracy,1-2,1-2,yes,"map image, book pages",medium,peripersonal,static,random,env,center,none,no,touch,no,yes,yes,-13.646064,40.72919,red
Moss,February 2018,Oculus; Steam; PSVR,https://youtu.be/GKA2YWnL1VM?t=186,3. Entering an object with hand orb and pulling it back,no,accuracy,1-2,3-9,yes,rock/obstacle cubes/blocks,medium,peripersonal,static,random,env,center,none,no,grasp,yes,yes,no,-10.254794,-23.91624,orange
Moss,February 2018,Oculus; Steam; PSVR,https://youtu.be/GKA2YWnL1VM?t=734,5. Select an enemy animal to immobilize it/drag it,no,equal,1-2,3-9,no,crab/insect animal,small,peripersonal,moving,random,env,center,none,yes,hover,yes,yes,no,-7.503548,-23.32606,orange
Richie's Plank Experience,September 2016,Oculus; Steam; PSVR,https://youtu.be/kGSMypiRsd8?t=64,1. Seleting items on a menu,yes,accuracy,3-9,3-9,yes,text; icons,large,peripersonal,static,list,env,center,none,no,point,yes,yes,no,21.875471,-12.556018,green
Richie's Plank Experience,September 2016,Oculus; Steam; PSVR,https://youtu.be/bcEEeBN4MaQ?t=19,2. Press a 3D button (elevator button),no,accuracy,3-9,3-9,yes,button,small,peripersonal,static,grid,env,center,none,no,touch,no,yes,yes,1.874258,49.464455,yellow
Richie's Plank Experience,September 2016,Oculus; Steam; PSVR,https://youtu.be/kGSMypiRsd8?t=258,3. Grabbing closeby objects (cakes),no,accuracy,10-19,10-19,no,cake,small,peripersonal,static,random,env,center,none,no,grasp,no,yes,yes,-19.403606,-14.011686,grey
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/0599WTt8Pm4?t=3609,1. Grabbing and picking up objects in the enviroment,no,equal,1-2,3-9,yes,"soldier hat, weapons, med kit, other items",small,peripersonal,static,random,env,center,minimal,yes,grasp,yes,yes,yes,-7.92476,-26.265984,orange
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/0599WTt8Pm4?t=3612,2. Selecting stationary guns and cannons,no,speed,1-2,1-2,yes,"AA guns, Tanks, heavy artillery ",large,peripersonal,static,random,env,center,minimal,no,point,yes,yes,yes,-27.070803,13.579886,pink
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/DCGd4rbkB6M?t=180,3. Grabbing weapons from the body,no,equal,1-2,1-2,yes,weapons,medium,on-body,static,random,body,center,none,yes,grasp,no,yes,no,-29.776154,-11.207534,grey
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/DCGd4rbkB6M?t=193,4. Selecting a knob of a door and such,no,accuracy,1-2,1-2,yes,knobs and opening tools,small,peripersonal,static,random,env,center,none,no,grasp,no,yes,yes,-24.702919,-10.072947,grey
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/DCGd4rbkB6M?t=202,5. Shooting enemy avatars,no,equal,1-2,3-9,no,"avatar, in some other spots planes, war vehicles, war planes, etc.",large,extrapersonal,moving,random,env,center,minimal,yes,shoot,no,yes,yes,4.022182,21.945374,brown
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/DCGd4rbkB6M?t=524,6. Attacking enemies body to body with crossing,no,accuracy,1-2,1-2,yes,avatar,large,peripersonal,moving,random,env,center,none,yes,cross,no,yes,yes,-24.709084,-16.382881,grey
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/DCGd4rbkB6M?t=597,7. Selecting a medication injection from wrist area,no,accuracy,3-9,3-9,no,"seringues, medical seringues, avatar",small,on-body,static,grid,hand,center,none,no,grasp,no,yes,no,8.06903,-27.126976,blue
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/DCGd4rbkB6M?t=598,8. Injecting medication into body,no,accuracy,1-2,1-2,yes,body joint,large,on-body,static,random,body,center,none,yes,touch,no,yes,no,-15.053983,37.765038,red
Medal of Honor: Above and Beyond,December 2020,Oculus; Steam,https://youtu.be/DCGd4rbkB6M?t=800,9. Throw an explosive at enemies,no,equal,1-2,3-9,no,"avatar, army equipment, boxes, etc.",large,extrapersonal,moving,random,env,both,minimal,yes,throw,no,yes,yes,4.0218444,24.297766,brown
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,December 2022,Oculus; Steam; PSVR,https://youtu.be/vsEw_i9_KLI?t=1760,1. Picking up items within reach,no,accuracy,3-9,10-19,yes,tools,small,peripersonal,static,random,env,both,minimal,yes,grasp,yes,yes,yes,7.0435514,-35.18721,cyan
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,December 2022,Oculus; Steam; PSVR,https://youtu.be/vsEw_i9_KLI?t=2241,"2. Selecting items from backpack inventory (left hand holds, right hand selects)",no,accuracy,10-19,10-19,yes,tools,small,on-body,static,grid,hand,both,none,yes,grasp,yes,yes,no,-4.8204956,-14.220221,blue
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,December 2022,Oculus; Steam; PSVR,https://youtu.be/vsEw_i9_KLI?t=3511,3. Selecting object attached to the body,no,speed,3-9,3-9,yes,weapon,small,on-body,static,circular,body,periphery,heavy,yes,grasp,no,yes,no,7.1780596,-20.319073,blue
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,December 2022,Oculus; Steam; PSVR,https://youtu.be/vsEw_i9_KLI?t=3513,4. Shooting enemies with a gun,no,accuracy,1-2,3-9,no,avatar,large,extrapersonal,moving,random,env,center,heavy,yes,shoot,no,yes,yes,2.9854677,22.29808,brown
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,December 2022,Oculus; Steam; PSVR,https://youtu.be/vsEw_i9_KLI?t=2866,5. Selecting location from hand-held map,yes,accuracy,10-19,10-19,yes,button,tiny,on-body,moving,grid,hand,center,none,no,touch,yes,yes,no,-5.8296328,52.096886,yellow
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,December 2022,Oculus; Steam; PSVR,https://youtu.be/vsEw_i9_KLI?t=3971,6. Selecting tabs and text in hand-held book,yes,accuracy,10-19,10-19,yes,text; icons,tiny,on-body,moving,grid,hand,center,none,no,touch,yes,yes,no,-5.8296723,52.096973,yellow
NFL PRO ERA,September 2022,Oculus; Steam; PSVR,https://youtu.be/GbMB6QrcY68?t=214,1. Selection from menu/lockerroom UI with pointing,yes,accuracy,3-9,3-9,yes,"text, icons, football items, etc.",small,peripersonal,static,grid,env,center,none,no,point,no,yes,yes,19.262003,-11.59134,green
NFL PRO ERA,September 2022,Oculus; Steam; PSVR,https://youtu.be/GbMB6QrcY68?t=3,2. Catching the ball,no,accuracy,1-2,1-2,yes,avatar (user),large,peripersonal,moving,random,env,center,minimal,yes,catch,yes,yes,yes,-24.942291,-15.8777,grey
NFL PRO ERA,September 2022,Oculus; Steam; PSVR,https://youtu.be/GbMB6QrcY68?t=63,3. Throwing the ball,no,equal,1-2,1-2,yes,avatar,large,extrapersonal,moving,random,env,both,minimal,yes,throw,no,yes,yes,-15.094125,31.478966,red
NFL PRO ERA,September 2022,Oculus; Steam; PSVR,https://youtu.be/GbMB6QrcY68?si=RrKYn7Dh_MG7u9OR&t=288,4. Selection from coach tablet/quarterback watch on the hand,yes,accuracy,1-2,1-2,yes,"smart watch alike, tablet, etc.",small,on-body,static,random,hand,center,none,yes,touch,no,yes,no,-15.911838,42.41681,red
NFL PRO ERA,September 2022,Oculus; Steam; PSVR,https://youtu.be/GbMB6QrcY68?t=332,5. Grasping objects directly from the environment,no,accuracy,3-9,3-9,no,"NFL ball, circular targets with points in a football field",small,peripersonal,static,random,env,center,none,yes,grasp,no,yes,yes,13.851272,-30.463634,cyan
Premium Bowling,October 2019,Oculus; Steam,https://youtu.be/_PUP2ZLm3Qw?t=5,1. Selection of items on a menu (can be far away) by poinitng,yes,accuracy,10-19,20+,yes,text; icons,medium,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,17.524635,4.034688,purple
Premium Bowling,October 2019,Oculus; Steam,https://youtu.be/_PUP2ZLm3Qw?t=166,2. Picking up bowling ball by pointing,no,accuracy,1-2,3-9,no,ball,medium,extrapersonal,static,random,env,center,none,no,point,no,yes,yes,5.144838,11.033478,brown
Fruit Ninja VR,July 2016,Oculus; Steam; PSVR,https://youtu.be/DBccAP9Dvt0?t=25,1. select from menu by slicing fruit icons ,yes,equal,3-9,3-9,yes,fruit,medium,peripersonal,static,grid,env,center,none,yes,cross,no,yes,no,10.288248,-26.546856,blue
Fruit Ninja VR,July 2016,Oculus; Steam; PSVR,https://youtu.be/DBccAP9Dvt0?t=332,2. Slice in game fruits ,no,equal,3-9,3-9,no,fruit,medium,peripersonal,moving,random,env,center,minimal,yes,cross,no,yes,no,16.263184,-37.547737,cyan
Fruit Ninja VR,July 2016,Oculus; Steam; PSVR,https://youtu.be/DBccAP9Dvt0?t=29,3. Selecting swords by hovering over them,no,accuracy,3-9,3-9,yes,swords,large,peripersonal,static,grid,env,center,none,yes,cross,no,yes,no,10.725836,-26.699364,blue
I Expect You To Die,December 2016,Oculus; Steam; PSVR,https://youtu.be/KA3J3N9eOlA?t=226,1. Pressing 3D buttons in environment,no,accuracy,3-9,10-19,no,button,small,peripersonal,static,grid,env,both,none,yes,push,no,yes,yes,15.704014,-12.821604,green
I Expect You To Die,December 2016,Oculus; Steam; PSVR,https://youtu.be/KA3J3N9eOlA?t=277,2. Picking up distance objects by pointing,no,accuracy,3-9,3-9,no,notes,medium,extrapersonal,static,random,env,center,minimal,no,point,yes,yes,no,32.45792,1.8239615,green
I Expect You To Die,December 2016,Oculus; Steam; PSVR,https://youtu.be/KA3J3N9eOlA?t=239,3. Direct grab of within-reach objects,no,equal,3-9,10-19,no,notes,small,peripersonal,static,random,env,both,minimal,yes,grasp,yes,yes,yes,7.7869644,-36.670452,cyan
I Expect You To Die,December 2016,Oculus; Steam; PSVR,https://youtu.be/KA3J3N9eOlA?t=3241,4. Touch a button to progress the level,yes,accuracy,1-2,1-2,yes,text,medium,peripersonal,static,random,env,both,none,no,touch,no,yes,no,-13.988275,41.225594,red
I Expect You to Die 2: The Spy and the Liar,August 2021,Oculus; Steam; PSVR,https://youtu.be/b4Z-5Gka0Qw?t=173,1. Picking up objects in the distance by pointing,no,equal,3-9,10-19,no,hat,medium,extrapersonal,static,random,env,center,none,no,point,yes,yes,no,29.239496,4.860849,green
I Expect You to Die 2: The Spy and the Liar,August 2021,Oculus; Steam; PSVR,https://youtu.be/b4Z-5Gka0Qw?t=181,2. Directly grabbing objects nearby,no,equal,3-9,10-19,no,hat,medium,peripersonal,static,random,env,both,minimal,yes,grasp,yes,yes,yes,8.72617,-36.814404,cyan
I Expect You to Die 2: The Spy and the Liar,August 2021,Oculus; Steam; PSVR,https://youtu.be/b4Z-5Gka0Qw?t=950,3. Pushing physical switches and buttons,no,equal,3-9,10-19,yes,switch,small,peripersonal,static,random,env,both,none,no,push,no,yes,yes,18.19533,-18.669441,green
I Expect You to Die 2: The Spy and the Liar,August 2021,Oculus; Steam; PSVR,https://youtu.be/b4Z-5Gka0Qw?si=CttdfwNKOaHLbWXv&t=964,4. Manipulate grasped lever,no,accuracy,1-2,1-2,yes,state,medium,peripersonal,static,random,env,both,none,yes,manipulate,no,yes,no,-22.510437,0.15954103,pink
I Expect You to Die 2: The Spy and the Liar,August 2021,Oculus; Steam; PSVR,https://youtu.be/b4Z-5Gka0Qw?t=1249,5. Shooting a crossbow,no,accuracy,1-2,1-2,yes,avatar,medium,extrapersonal,moving,random,env,center,minimal,yes,shoot,no,yes,no,-16.360477,29.694952,red
Another Fisherman's Tale,May 2023,Oculus; Steam; PSVR,https://youtu.be/aHyT2YIv8yo?t=235,1. Launch hand to grab objects at distance,no,accuracy,1-2,1-2,yes,tools,small,extrapersonal,static,random,env,center,minimal,yes,point,no,yes,no,-17.344366,7.7333965,pink
Another Fisherman's Tale,May 2023,Oculus; Steam; PSVR,https://youtu.be/aHyT2YIv8yo?si=vymJzFZLQ9o9VmNE&t=537,2. Directly grab nearby objects,no,accuracy,1-2,1-2,no,tools,medium,peripersonal,static,random,env,both,minimal,no,grasp,no,yes,yes,-22.199667,-13.269576,grey
Eleven Table Tennis,Jun 2016,Oculus; Steam,https://youtu.be/_oLdPQBvSGs?t=349,1. Selecting Items on a menu by pointing,yes,accuracy,3-9,10-19,yes,"icons, text",medium,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,23.474611,5.7949204,green
Eleven Table Tennis,Jun 2016,Oculus; Steam,https://youtu.be/_oLdPQBvSGs?t=36,2. Throw a tennis ball using a controller,no,accuracy,1-2,1-2,yes,"area, tennis bat, tennis table",small,peripersonal,static,random,env,center,none,yes,throw,no,yes,yes,-11.921671,39.93476,red
Eleven Table Tennis,Jun 2016,Oculus; Steam,https://youtu.be/_oLdPQBvSGs?si=DR2el_Bj2y5SSXl7&t=398,3. Hitting the tennis ball using the bat ,no,equal,1-2,1-2,yes,"tennis table, area",small,extrapersonal,static,random,env,center,none,yes,push,no,yes,yes,-17.97996,8.744277,pink
The Room VR: A Dark Matter,March 2020,Oculus; Steam; PSVR,https://www.youtube.com/watch?v=ZT7RBYPaHNc&t=87s,1. Selection from main menu using pointing,yes,accuracy,3-9,3-9,yes,text; icons,small,extrapersonal,static,list,env,center,none,no,point,yes,yes,no,27.355305,-2.9313974,green
The Room VR: A Dark Matter,March 2020,Oculus; Steam; PSVR,https://youtu.be/ZT7RBYPaHNc?si=ZXgDex2qoKAGTNd4&t=347,3. Manipulate the grabbed handles,no,accuracy,1-2,3-9,yes,handle,small,peripersonal,static,random,env,center,none,yes,grasp,no,yes,yes,-9.932119,-25.359076,orange
The Room VR: A Dark Matter,March 2020,Oculus; Steam; PSVR,https://youtu.be/ZT7RBYPaHNc?si=PSxZ_FgtJCQDvDPK&t=348,3. Pushing the grabbed handles,no,accuracy,1-2,1-2,yes,position,medium,peripersonal,static,random,env,both,none,yes,manipulate,no,yes,no,-22.514158,0.15991293,pink
The Room VR: A Dark Matter,March 2020,Oculus; Steam; PSVR,https://youtu.be/ZT7RBYPaHNc?t=349,4. Grabbing objects directly,no,accuracy,1-2,3-9,yes,tool,small,peripersonal,static,random,env,both,minimal,yes,grasp,no,yes,yes,-9.433595,-27.047028,orange
The Room VR: A Dark Matter,March 2020,Oculus; Steam; PSVR,https://youtu.be/ZT7RBYPaHNc?t=257,5. Selecting from flat inventory,yes,accuracy,3-9,3-9,yes,icon,small,peripersonal,static,grid,env,center,none,no,touch,yes,yes,yes,1.0175151,50.512863,yellow
The Room VR: A Dark Matter,March 2020,Oculus; Steam; PSVR,https://youtu.be/iEcLpM-HDN0?t=2129,6. Press a 3D button/key,no,accuracy,3-9,20+,no,button,medium,peripersonal,static,grid,env,center,none,yes,push,no,yes,yes,16.98881,-13.640519,green
Eye of the Temple,October 2021,Oculus; Steam,https://youtu.be/ox1qcpFYTR0?t=19,1.Hover over items to collect them,no,accuracy,3-9,3-9,no,"diamonds, rewards, etc",small,peripersonal,static,random,env,both,none,yes,hover,no,yes,yes,13.236483,-30.670835,cyan
Eye of the Temple,October 2021,Oculus; Steam,https://youtu.be/ox1qcpFYTR0?t=470,2. Hover over a fire source to light the torch or hover with a lit torch over an object or an area to light it,no,accuracy,1-2,1-2,yes,"fire source, flamable objects",medium,peripersonal,static,random,env,center,none,yes,hover,no,yes,yes,-23.7086,-6.7359266,grey
Eye of the Temple,October 2021,Oculus; Steam,https://youtu.be/ox1qcpFYTR0?t=214 ,3. Hitting enemies or items with a stick/torch/whip,no,equal,1-2,3-9,no,"pots, bars, enemies, bugs, obstacles, etc",medium,extrapersonal,moving,random,env,both,minimal,yes,cross,no,yes,yes,-17.370739,-27.89516,orange
Eye of the Temple,October 2021,Oculus; Steam,https://youtu.be/ox1qcpFYTR0?t=50,4. Selecting far objects using a whip,no,accuracy,1-2,1-2,yes,"lever, objects that can be held with a knout",medium,extrapersonal,static,random,env,center,none,yes,cross,no,yes,yes,-30.73299,-13.997061,grey
Eye of the Temple,October 2021,Oculus; Steam,https://youtu.be/ox1qcpFYTR0?t=64,5. Pointing with torch/stick to select objects/rewards nearby,no,accuracy,3-9,3-9,no,"rewards, diamonds",small,extrapersonal,static,random,env,center,none,yes,point,no,yes,yes,31.310999,-0.41256475,green
Resident Evil 4,October 2021,Oculus,https://youtu.be/Rqo-oZ4kB2w?t=817,1. Selecting items in inventory or shop with pointing,yes,accuracy,20+,20+,yes,icons,small,peripersonal,static,grid,env,center,none,no,point,yes,yes,no,12.839021,-7.3604736,purple
Resident Evil 4,October 2021,Oculus,https://youtu.be/Rqo-oZ4kB2w?t=350,2. Tapping a handheld phone button,yes,accuracy,1-2,1-2,yes,icons,tiny,on-body,moving,random,hand,both,none,yes,point,no,yes,no,-21.327366,6.4311996,pink
Resident Evil 4,October 2021,Oculus,https://youtu.be/Rqo-oZ4kB2w?t=477,3. Selecting gun/ammo from the body by grasping,no,accuracy,1-2,1-2,yes,ammo,medium,on-body,static,random,body,periphery,heavy,yes,grasp,no,yes,no,-32.7755,-10.019945,grey
